20011112;2755.03;2762.48;2675.98;2732.36;991600000
20011113;2731.37;2802.08;2731.37;2785.56;1370100000
20011114;2784.65;2835.33;2756.39;2797.98;1443400000
20011115;2798.15;2847.51;2768.09;2813.56;1454500000
20011116;2813.36;2857.35;2786.95;2826;1337400000
20011119;2826.59;2872.21;2798.99;2848.01;1316800000
20011120;2846.56;2870.35;2801.47;2831.57;1330200000
20011121;2829.59;2839.3;2772.3;2808.57;1029300000
20011123;2808.3;2855.69;2795.69;2846.71;410300000
20011126;2847.03;2871.42;2809.26;2844.81;1129800000
20011127;2844.4;2866.58;2791.64;2824.43;1288000000
20011128;2823.73;2830.37;2753.96;2768.78;1423700000
20011129;2768.64;2814.61;2741.08;2797.07;1375700000
20011130;2796.97;2834.88;2794.71;2807.51;1343600000
20011203;2807.07;2815.74;2749.63;2784.1;1202900000
20011204;2784.36;2837.96;2762.29;2826.38;1318500000
20011205;2824.64;2907.42;2819.78;2884.45;1765300000
20011206;2884.32;2913.75;2844.08;2874.82;1487900000
20011207;2874.82;2908.43;2837.36;2877.91;1248200000
20011210;2877.13;2896.39;2822.52;2841.35;1218700000
20011211;2842.05;2874.37;2791.82;2819.63;1367200000
20011212;2818.85;2849.15;2770.85;2823.95;1449700000
20011213;2823;2845.77;2771.62;2800.14;1511500000
20011214;2799.84;2833.97;2763.66;2810.55;1306800000
20011217;2810.4;2858.25;2780.92;2828.27;1260400000
20011218;2828.48;2883.41;2814.53;2864.04;1354000000
20011219;2863.3;2917.34;2823.83;2890.87;1484900000
20011220;2889.79;2914;2834.96;2861.52;1490500000
20011221;2861.8;2902.85;2836.53;2867.82;1694000000
20011224;2867.82;2897.39;2851.48;2872.11;439670000
20011226;2872.15;2923.74;2865.55;2892.79;791100000
20011227;2892.9;2926.28;2876.75;2907.79;876300000
20011228;2908.23;2935.44;2883.74;2913.4;917400000
20011231;2913.3;2936.91;2878.69;2892.23;943600000
20020102;2892.25;2924.75;2844.59;2903.73;1171000000
20020103;2903.81;2959.46;2880.89;2942.81;1398900000
20020104;2942.95;3003.54;2926.87;2977.82;1513000000
20020107;2978.08;3008.53;2943.82;2969.42;1308300000
